title,label
How to Peel an Apple in 3 Seconds,clickbait
Which ShondaLand Hunk Should You Date Based On Your Zodiac,clickbait
The 11 Best Red Hot Chili Peppers Songs Of All Time,clickbait
Chris Hemsworth And Leonardo DiCaprio Suffer For Oscars In Their New Movies,clickbait
13 Hashtags Too Real For Anyone Who Grew Up Catholic,clickbait
Are You More Llama Or Alpaca,clickbait
Wife of missing soldier receives green card,not-clickbait
"What's The Funniest Moment From ""Toy Story""",clickbait
UK transport firm Metronet facing administration,not-clickbait
A Man Went Snowboarding Through Times Square During The Blizzard,clickbait
How Well-Mannered Are You,clickbait
Michael Morales execution postponed indefinitely,not-clickbait
"Honestly, Goldilocks Was The Absolute Worst",clickbait
2007 FIFA U-17 World Cup: Germany tops Group F,not-clickbait
"Job Conditions Worsen in Areas of China, Experts Say",not-clickbait
"5 Steps To Help Any Woman Survive A Horror Movie, As Told By Malin Akerman",clickbait
Kate Mara And Jamie Bell Are Probably Dating And They Are So Adorable,clickbait
Founder and CEO of Rockmount Ranchwear Jack Weil dies at age 107,not-clickbait
Lakewood Police & SWAT team end standoff with tear gas,not-clickbait
27 Halloween Costumes For Men That Will Probably Make You Tingle Down There,clickbait
Why She's Not Texting Back,clickbait
Two time Tour de France winner Laurent Fignon dies at age 50,not-clickbait
Togo opposition wants election delayed,not-clickbait
Losing Yourself in HDTV Is  a Few Tweaks Away,not-clickbait
People Give Blood For The First Time,clickbait
"Brace Yourself, America, All Dressed Chips Are Coming",clickbait
Weather Channel Close to Getting New Chief,not-clickbait
Coors Light Uses Cold to Turn Up Heat on Rivals,not-clickbait
Puppies Eat Peanut Butter For The First Time,clickbait
Sydney thanked for its patience during APEC,not-clickbait
Who Is Your Favorite '90s Supermodel,clickbait
Can We Guess Which Kardashian/Jenner Sister Is Your Favorite Based On Three Questions,clickbait
22 Times Elf On The Shelf Went Way Too Far,clickbait
Hiker missing from US state of Utah wilderness found in Australia,not-clickbait
31 Reasons Potatoes Are The Best Thing At Thanksgiving,clickbait
This Guinea Pig Has A Way Better Instagram Than You,clickbait
BuzzFeed Edit News,clickbait
What's The Most Romantic Way You've Been Asked Out,clickbait
11 Honest Motivational Posters For People Living With Depression,clickbait
"Over 100 people die in stampede at Hindu temple near Jodhpur, India",not-clickbait
Employment Contracts Are Now Viewed as Rewritable,not-clickbait
10-year-old child takes grandmother's car for 85 Km drive,not-clickbait
Ryan Curry Was Definitely The Cutest Baby Born In 2015,clickbait
We Know Who Designed Your Eye Bags Based On Your Birth Month,clickbait
"People Try ""Superfoods"" For The First Time",clickbait
19 Super Cute Dollar Store DIYs That Will Complete Your Bedroom,clickbait
We Know Which TV Couple You Are Based On Your Favorite Lush Bath Bar,clickbait
29 Delicate Pieces Of Jewelry You'll Never Take Off,clickbait
Oklahoma Couple Finds Answers in a Book,not-clickbait
"These Lesbians Watched ""The L Word"" For The First Time And Were Not Impressed",clickbait
"This Is The Hardest ""Divergent"" Quiz You'll Ever Take",clickbait
North and South Korea to meet next week,not-clickbait
Here's A 3-Ingredient Cheese Dip You Can Make In Minutes,clickbait
24 Times The Internet Couldn't Handle The Apple Pencil,clickbait
"Drop Everything And Watch Taylor Swift's Stripped-Down Performance Of ""Wildest Dreams""",clickbait
Compensating for Wind Is Guesswork for Kicker,not-clickbait
This Makeup Artist Does 3 Princess Jasmine Looks For Halloween And It's So Gorgeous,clickbait
WHOI sub Nereus explores deepest area of Pacific Ocean,not-clickbait
Four channels to be launched on Viasat in the Nordic and Baltic countries,not-clickbait
34 Questions Stephenie Meyer Needs To Answer Immediately,clickbait
Mudslides kill at least thirteen in Italy,not-clickbait
These Lip Challenge Fails Were So Awful That They Actually Won 2015,clickbait
Seventy arrested after fight in Moscow,not-clickbait
Jamie Dornan Golfing Will Be Your Desktop Background For The Rest Of Your Life,clickbait
"Phone threat closes tunnels, snarls traffic in Baltimore, Maryland",not-clickbait
"Italy Upsets Canada, 6-2, at World Baseball Classic",not-clickbait
16 Scary Movies You Need To See Before You Die,clickbait
How Much Do You Actually Know About Baking,clickbait
United States 2003 National Adult Literacy Survey released,not-clickbait
Author of Wikipedia character assassination takes responsibility,not-clickbait
First pipeline opens from Caspian Sea,not-clickbait
Here's How To Make An Easy One-Pot Winter Chili,clickbait
"OCTranspo's ""new year"" of efficiencies?",not-clickbait
People Talk About Their First Therapy Session,clickbait
Prove You Are Rich By Buying Expensive Shit And Ruining It,clickbait
This Guy's Epic Story Explains Why Every Girl Has A Trapped In The Closet Moment,clickbait
17 Beautifully Designed Mermaid Tattoos,clickbait
"Wait for the Next Edition of the Cool-er, a Kindle Rival",not-clickbait
Which Bollywood Era Do You Belong To,clickbait
Penelope Cruz And Javier Bardem Were The Ultimate Fangirls On Stage With U2,clickbait
"Eight dead and two missing after cargo ship fire in Kaliningrad, Russia",not-clickbait
"Three dead, over 70 injured in Bangkok blasts",not-clickbait
Lyricist Javed Akhtar awarded Indira Gandhi Prize,not-clickbait
US peace activist to be deported from Australia,not-clickbait
20 Tweets About Outfits That'll Make You Laugh Out Loud,clickbait
"Opposing Thai protesters mass, PAD to march on parliament",not-clickbait
We Tested Four Long-Wear Lipsticks To See Which One Lasted The Longest,clickbait
West Indies cricket team in England 2007 - 3rd ODI,not-clickbait
28 Ways To Add Extra Flavor To Everything You Cook,clickbait
A Reprieve for Newcastle,not-clickbait
Zac Efron Is Taking Swim Lessons And There Are Photos,clickbait
"With Sanchez, Jets Add Some Charisma",not-clickbait
Somali pirates now hold 134 Filipino seafarers hostage,not-clickbait
These Outdoorsy Explorers Will Actually Make You Want To Brave The Elements,clickbait
Which Naughty Disney Fantasy Do You Belong In,clickbait
"Could You Successfully Rob The McCallister Family From ""Home Alone""",clickbait
Find Your Style With BuzzFeed's Health & Beauty Newsletter,clickbait
17 Songs That Will Make You Feel Like You're Living In A Dream,clickbait
What Happens When The Internet Turns You Into A Superhero,clickbait
Steelers Holmes Admits He Sold Drugs,not-clickbait
Sony to suspend use of controversial CD software,not-clickbait
Radiation that killed ex-spy Alexander Litvinenko found in Germany,not-clickbait
Grandmas Play Cards Against Humanity,clickbait
15 Reasons Canadians Should Actually Be Happy It's Fall,clickbait
Which 2016 Movie Are You More Excited About,clickbait
Explosion in Russian nightclub kills at least 94,not-clickbait
Future Gave Drake A Really Big Ring ('Cause He Needs Some Really Nice Things),clickbait
29 Childhood Snacks That Sadly Didn't Return In 2015,clickbait
Marc Anthony Delivered A Powerful Speech About Being Latino In The U.S,clickbait
Unfamiliar Faces Work on Storybook Ending,not-clickbait
"Couples thrashed for sitting in a park in Meerut, India",not-clickbait
US crew retakes ship hijacked by pirates; captain held hostage,not-clickbait
"Driver dies after truck falls onto railway line in County Durham, England",not-clickbait
This Supercouple Got Married While Running The Chicago Marathon,clickbait
Scientists in Germany Draft Neanderthal Genome,not-clickbait
21 Tumblr Posts That Will Speak Directly To Your Soul During Finals Week,clickbait
19 Hilarious Tweets About God That'll Make You Laugh Every Time,clickbait
An Alabama Teacher Is Being Investigated For Wearing A Blackface Kanye West Costume,clickbait
We Know What Decade You Belong In Based On These Five Questions,clickbait
"A Busy Night, Then a Busier Day at Work",not-clickbait
Tina Fey's New Action Movie Looks Intense And Hilarious,clickbait
"Are You More Dipper Or Mabel From ""Gravity Falls""",clickbait
"Decade worth of messages, interviews from bin Laden leaked to web",not-clickbait
Fiji joins the Non-Aligned Movement,not-clickbait
Channing Tatum Is A Vaguely Creepy Winnie The Pooh For Halloween,clickbait
18 Things You Should Do Differently While Dating In 2016,clickbait
"Digital Casting, Poised for a Role Beyond Hollywood",not-clickbait
21 Photos Short Girls Will Definitely Relate To,clickbait
Marriott Plans to Buy Bankrupt Greenbrier Resort,not-clickbait
The One Perk Of Being A Vegetarian That No One Ever Talks About,clickbait
21 Things You'll Understand If You've Ever Been To The Cheesecake Factory,clickbait
"Airplane that crashed near Buffalo, New York 'was on autopilot'",not-clickbait
25 Faces Every Older Sibling Has Definitely Made Before,clickbait
What Video Games Are These Cheat Codes From,clickbait
Nine killed as Russian cargo plane crashes in Siberia,not-clickbait
"This Kid Dancing To Justin Bieber's ""Sorry"" Is Absolutely Slaying It",clickbait
Kidnappers of BBC reporter Alan Johnston deny his release,not-clickbait
16 Fairy Tale Cottages You Can Actually Stay In,clickbait
"How Well Do You Remember Characters' Superpowers On ""Heroes""",clickbait
"Facebook down for ""upgrades""; multiple blogs suggest site was hacked",not-clickbait
Controversy erupts over German Anarchist Pogo Party's campaign ad,not-clickbait
"CanWest Teeters, and Big Changes Loom",not-clickbait
"At M.I.T., Large Lectures Are Going the Way of the Blackboard",not-clickbait
Russian military cargo jet crash kills eleven in Siberia,not-clickbait
Gaston And LeFou Were Probably Fucking,clickbait
25 Of The Best Tumblr Memes Of 2015,clickbait
"For Two Israeli Tennis Players, Focus Returns to Sports, Not Politics",not-clickbait
"Which ""Scream Queens"" Character Are You Based On Your Zodiac",clickbait
"In Tehran, a Symbol Is Ready to Reappear",not-clickbait
16 Reasons Why Black Friday Is Garbage Compared To Boxing Day,clickbait
Debating the Blame for Reducing Much of a Village to Rubble,not-clickbait
University of Missouri Hospital in lockdown after 'violent individual' attempts to gain access to building,not-clickbait
"Cheap, Pre-Fab Hobbit Houses Are A Thing And They're Whimsical AF",clickbait
Ava DuVernay's Barbie Is The Most Important One Ever,clickbait
Who Said It: Kendall Or A Ken Doll,clickbait
19 Signs You've Worked In Retail For Too Damn Long,clickbait
We Photoshopped Away The Features We Were Most Insecure About And This Is What Happened,clickbait
Israel Completes Gaza Withdrawal,not-clickbait
When You Miss Your Friend,clickbait
This Clip Of A Woman Swarmed By Baby Otters Will Make Your Day Much Better,clickbait
Finnish terrestrial analogue TV network shut down,not-clickbait
Pumpernickel The Mini-Pig Will Give You Life,clickbait
19 Things Every Woman With Shaved Hair Never Wants To Hear Again,clickbait
Poll of 100 million votes names new Seven Wonders of the World,not-clickbait
Sudanese president sworn in to another term,not-clickbait
I Wore Skirts For A Week As A Man And This Is What Happened,clickbait
Can We Guess Your Favorite Beatle,clickbait
26 Penis Facts People Wish They Knew When They Were Younger,clickbait
China Tightens Security in Tibet,not-clickbait
17 Things You Need To Know Before You Meet Your New Bae's Kids,clickbait
19 Savory Vegetarian Dishes That'll Warm You Up This Winter,clickbait
14 Detention Slips That Were Well Deserved,clickbait
"How Well Do You Remember The Lyrics To Panic! At The Disco's ""I Write Sins Not Tragedies""",clickbait
US says Zimbabwe government has “a long way to go” before sanctions are lifted,not-clickbait
Health Canada issues further warning on toothpaste from India,not-clickbait
"Airport in Branson, Mo., Built With Private Money",not-clickbait
7 U.S. Soldiers and Linguist Wounded in Iraq,not-clickbait
30 Ridiculously Adorable Tiny Presents You'll Want To Buy Immediately,clickbait
Tsvangirai Calls Crash an Accident,not-clickbait
"Dear Men Of America, It's Too Cold To Wear Shorts",clickbait
Naval Show to Feature Submarines From China,not-clickbait
The Story Behind How This Dog Lost His Ear Is Heartbreaking And Inspiring,clickbait
Are These Eastern European Cities Or Made Up Words,clickbait
Thoughts Everyone Who's Afraid Of Flying Knows Too Well,clickbait
UK lawyer comments on court case against Boeing over London jet crash,not-clickbait
US Senate meets in private session,not-clickbait
Bull fighting banned in Catalonia,not-clickbait
Suicide bomber hits checkpoint in Pakistan,not-clickbait
What's Your Favorite School Subject Based On Your Zodiac Sign,clickbait
When You Suck At Making Plans,clickbait
8 Struggles Of Being A New Yorker In L.A,clickbait
The Simpsons episode to premiere on Sky1,not-clickbait
PSA: Leg Shaving Season Is Officially Over,clickbait
Helpline: Do you know this pianist?,not-clickbait
Protesters in Thailand Challenge Premier,not-clickbait
See 100 Years Of Egyptian Beauty Looks In Over A Minute,clickbait
Obama Has No Quick Fix for Banks,not-clickbait
Pitching Low Prices in the Downturn,not-clickbait
People Are Getting Tattoos Of This Tarot Deck And They're Gorgeous,clickbait
An Income Gap in Who May Lose TV,not-clickbait
11 Ways The Reality Of Valentine's Day Doesn't Live Up To The Instagram Expectations,clickbait
What's Your Personal Slogan,clickbait
Here's How To Make Your Own Bracelet,clickbait
21 Delicious Ways To Celebrate Mardi Gras,clickbait
"This Scary, But Very Real, Video Shows That Anyone Can Get Diagnosed With Cancer",clickbait
"Oozing Through Texas Soil, a Team of Amoebas Billions Strong",not-clickbait
Wyeth Deal May Slow Pfizer Biotech Acquisitions,not-clickbait
"Kim Kardashian And Tracee Ellis Ross Playing ""Never Have I Ever"" Is Unexpectedly Hilarious",clickbait
The Hottest Socks In Tech,clickbait
"Americans are getting fatter, not-for-profit's report finds",not-clickbait
Definitive Proof Taylor Swift Lyrics Go Perfectly With Horror Movies,clickbait
"Which Hogwarts House Does Each ""Grey's Anatomy"" Character Belong In",clickbait
This Is What Disney Princesses Look Like Without Faces,clickbait
Reading the Brains of Pigeons in Flight,not-clickbait
Russian police to 'check' officer allegedly involved in large theft and murder,not-clickbait
27 Of The Best Call Center Memes On The Internet,clickbait
U.S. Men Manage a Tie With Haiti in the Gold Cup,not-clickbait
"Crane levels New York City townhouse, leaving 4 dead",not-clickbait
Are You More Of A Mixtape Or Playlist Type Of Person,clickbait
House Passes Stimulus Plan With No G.O.P. Votes,not-clickbait
"In Baseball, Slow Starts May Not Have Happy Endings",not-clickbait
Politicians call for NY Sen. Monserrate to resign after assault conviction,not-clickbait
"Bill Clinton Sees Hope for Health Care Changes, This Time",not-clickbait
New Rules to Allow Some Players to Switch National Teams,not-clickbait
Michael Schumacher calls off Formula 1 comeback due to injury,not-clickbait
UConn Stifles Louisville In a Flash,not-clickbait
Only Solve This Crossword If You're Way Too Into Craft Beers,clickbait
28 Times Adele Was Actually Just The Fucking Best,clickbait
Ruby Rose And Justin Bieber Wore Matching Outfits At The MTV EMAs,clickbait
Every Parent Needs To Watch This PSA About The Stories Your Child Isn't Telling You,clickbait
"Gay Marriage, Set Back in One State, Gains in a 2nd",not-clickbait
24 Pictures Only People Who Love Puns Will Think Are Funny,clickbait
This Guy Ran A Marathon Shirtless With His Name On His Back And Got A Lot Of Attention,clickbait
US TV host Conan O'Brien rejects NBC's offer to switch his show's time slot,not-clickbait
We Tried To Stop Using Exclamation Points And It Was So Hard,clickbait
West African Villagers Stake Their Fortunes on the Future Price of Rice,not-clickbait
The Pitfalls of the Public Option in Health Care,not-clickbait
New Zealand town subject to window smashers,not-clickbait
Nebraska teacher sentenced to 6 years for sex with student,not-clickbait
19 Things You'll Only Find In A College Dorm,clickbait
10 Jack-O'-Lanterns That Would Terrify All Introverts,clickbait
MSN Encarta introduces wiki-like enhancements,not-clickbait
17 Cats Really Loving The Cat Nip,clickbait
US Senate approves rules regulating detainee treatment,not-clickbait
Women reveal accounts of forced abortion in Scientology,not-clickbait
19 Struggles All Naturally Disorganised People Will Understand,clickbait
DeRosa Is Never Out of Position for the U.S.,not-clickbait
Dads Failing At Riding Hoverboards Ruined Christmas For Everyone,clickbait
Justin Timberlake Judged Ellen DeGeneres And Jimmy Fallon In A Lip Sync Battle For The Ages,clickbait
"Former Driver Sues Eddy Curry, Alleging Sexual Harassment",not-clickbait
"Can You Guess The ""Harry Potter"" Film By Its Title Credit",clickbait
Egypt court sentences opposition leader,not-clickbait
Yahoo and Microsoft Said to Be Weighing Ad Pact,not-clickbait
Defamation Suit Filed by Donald Trump Is Dismissed,not-clickbait
"We're All So Over ""Columbus Day"" And We're Going To Rename It",clickbait
"25 Of The Best Moments In ""Elf"" That Will Get You Excited For Christmas",clickbait
"This Guy Got A $60,000 First-Class Flight For $300 And You Can Do It Too",clickbait
French Police Round Up Migrants,not-clickbait
US actor Dennis Hopper dies at age 74,not-clickbait
"Bryant, Jackson and the Lakers Add to Their Trophy Collections",not-clickbait
What Misconceptions Are You Sick Of Hearing About Being Bi,clickbait
Americans Review Australian Currency,clickbait
Ignored warnings 'worsened' situation in Myanmar,not-clickbait
19 Times The Internet Hilariously Summed Up Essay Writing,clickbait
We Know Your Age Based On Your New Year's Eve Plans,clickbait
"Dakota Johnson Says That She Is Proud Of ""Fifty Shades Of Grey""",clickbait
Canada's Health Minister will attempt to stop Americans from buying prescription drugs in bulk,not-clickbait
Sixteen Teams and Not One Cinderella,not-clickbait
17 Easy Slow Cooker Snacks To Eat While You Watch Sunday Football,clickbait
20 Painfully Honest Confessions From Women With Polycystic Ovary Syndrome,clickbait
New South Wales Legislative Assembly votes in favor of same-sex adoption,not-clickbait
First live advert in UK shown on British TV,not-clickbait
22 Intensely Pleasurable Old Words We Need To Bring Back,clickbait
Mountaineers 'Climb Up' for AIDS funding,not-clickbait
"Three killed amongst Birmingham, England riots",not-clickbait
Alex Reid wins UK's Celebrity Big Brother 2010,not-clickbait
Airplane crashes into flats in South Africa,not-clickbait
You Need To See This Incredible Graphic Of Bond Girl Outfits,clickbait
Someone Calculated How Rich Harry Potter Was And The Answer Is Surprising,clickbait
Fans Are Sharing Touching And Beautiful Artwork In Tribute To David Bowie,clickbait
We Really Need To Discuss Baby Grinch,clickbait
These Awesome Grandparents Just Changed The Wedding Photo Booth Game,clickbait
NHL: Montreal Canadiens open 100th season,not-clickbait
"This Mom Just Shut It Down With Her Hilarious ""First Day Of School"" Picture",clickbait
Can You Identify The 2015 Music Video By Its YouTube Comment,clickbait
"44 Strange, Ridiculous, And Bizarre Things Overheard On The London Underground",clickbait
7 Bizarre Facts You Didn't Know About This Week In History,clickbait
BSkyB faces challenge in securing British Premiership football rights,not-clickbait
Police Find New Evidence in Killing of 2 in Florida,not-clickbait
A Man With Crohn's Disease Shared A Photo To Prove That Looks Can Be Deceiving And It Went Viral,clickbait
13 Reasons Why Taylor Swift's 1989 World Tour Was The Best Part Of 2015,clickbait
Thousands gather in London to protest against government cuts,not-clickbait
NASA says Martian soil could sustain life,not-clickbait
Recount Offer Fails to Quell Political Tumult in Iran,not-clickbait
Tax breaks promised by Australian Prime Minister as election fast approaches,not-clickbait
This Woman Completely Erases Her Acne With Makeup And It's Mind-Blowing,clickbait
16 Delightful Pictures Of Stormtroopers Enjoying Their Day Off,clickbait
17 Of The Actual Worst Avocados That Have Ever Happened,clickbait
Pentagon's Quadrennial Defense Review released,not-clickbait
Colombian unions reiterate their accusations against Coca Cola,not-clickbait
"Which ""Boogie Nights"" Character Is Your Kindred Spirit",clickbait
UK cable TV operator NTL acquires Telewest,not-clickbait
Who Said It: Annalise Keating Or Olivia Pope,clickbait
"Justin Bieber Called Bette Midler ""Britt Meddler"" And Hopefully This Is The Start Of An Amazing Feud",clickbait
13th Annual Beverly Hills film festival opens,not-clickbait
Tennis: Nadal beats Murray in Wimbledon quarter final,not-clickbait
How Well Do You Actually See The Color Yellow,clickbait
Which New 5 Seconds Of Summer Song Is Your Favorite,clickbait
Banks Foreclose on Builders With Perfect Records,not-clickbait
Earth Day founder Nelson dies at 89,not-clickbait
25 Of 2015's Highest-Paid Musicians According To Forbes,clickbait
"With Power and Guile, Red Sox Finish Sweep of Yankees",not-clickbait
Controversial rapper dethrones Mariah Carey from No. 1,not-clickbait
Literally Just 22 Really Funny Tumblr Posts,clickbait
Violence at Cronulla Beach as 5000 people gather,not-clickbait
We Know Who You Plan On Spending Valentine's Day With,clickbait
Several Blasts in Pakistan After Taliban Warning,not-clickbait
What Kind Of Animal Is On Niall's Shirt In The New One Direction Music Video,clickbait
Zimbabwe projects 15% average growth over next five years,not-clickbait
3 Red Cross Workers Abducted in Philippines,not-clickbait
Pakistani Military Moves to Flush Out Taliban,not-clickbait
"Which Character From ""The White Queen"" Are You",clickbait
We Know Which Celeb You'd Start A Twitter Feud With Based On This Emoji Test,clickbait
London bomb suspect returned from Italy,not-clickbait
Scotland's Dario Franchitti wins Indianapolis 500,not-clickbait
Proof Human Bodies Are Weird,clickbait
Is New KERS System a Formula One Boost or a Backfire?,not-clickbait
"According To ""The Tonight Show"" Sandra Bullock Should Not Work In Food Service",clickbait
Holocaust denial bishop apologizes,not-clickbait
14 Harry Potter Holiday Ornaments That Are Absolutely Magical,clickbait
Someone Illustrated Leslie Knope Compliments And They Rock,clickbait
A Man Had A Three-Day Boner After Taking An Herbal Supplement,clickbait
21 Signs That Prove Booksellers Are The Absolute Best,clickbait
This Is What Happened When We Tried Out A Hot Sauce Made With Scorpion Peppers,clickbait
"Rangers Win in Overtime, Despite 12 Penalties",not-clickbait
These Instagram Models Have The Perfect Response To Unwanted Dick Pics,clickbait
19 Tweets About Chipotle That'll Actually Make You Laugh,clickbait
Iran executes woman despite stay of execution,not-clickbait
"Thousands Of People Are Sharing Diplo's Facebook Post About Filming ""Lean On"" In India",clickbait
Argentine admiral Emilio Eduardo Massera dies at age 85,not-clickbait
"Oldest user of Twitter, Ivy Bean, dies at 104",not-clickbait
I Made Some Greeting Cards For My Upstairs Neighbor,clickbait
Murderer of road accident victim sentenced to death,not-clickbait
These Kids In Tijuana Crossed The Border Every Day To Go To School In America,clickbait
China Orders Patches to Planned Web Filter,not-clickbait
We Know Your Favorite Artist Based On Your Zodiac Sign,clickbait
"The Talk, and the Talk, and the Talk, of Austin",not-clickbait
Hinds: A Lesson In Cool From Spain's New Faces Of Garage Rock,clickbait
Which Christmas Song Matches Your Zodiac Sign,clickbait
"How Well Do You Actually Know The Lyrics From ""Hamilton""",clickbait
Hundreds of lawsuits filed against music sharers in US,not-clickbait
Senators Too Tough for Rangers,not-clickbait
69 Excellent Indie Records You May Have Missed In 2015,clickbait
Pakistani Reporter Is Killed After Rally for Taliban Truce,not-clickbait
Obama Opposes Trade Sanctions in Climate Bill,not-clickbait
19 Times Zac Efron Proved He's An Insta-God,clickbait
7 Ways Men Think All Women's Legs Can Move Because Of Bad Porn,clickbait
25 Badass Tanks That Will Actually Inspire You To Exercise,clickbait
Bob Ross Painting Episodes Are Streaming Online And People Are Stoked,clickbait
Spike Lee's New Film Sticks Women With The Responsibility To End Violence,clickbait
Work Halted on Helicopter for President,not-clickbait
S. Korean President Reshuffles Cabinet,not-clickbait
These Cute Kids Were Hooked Up To A Lie Detector Test In Front Of Santa And It Was Adorable,clickbait
Is This Food Natural Or Genetically Modified,clickbait
Which Minor Minor Character From 30 Rock Are You,clickbait
29 Incredible Cakes For The Drake Fan In All Of Us,clickbait
Emma Stone Is The Music Video Queen We've Always Dreamed Of,clickbait
Here's What Happened When We Got Matched By A Professional Matchmaker,clickbait
Try Not To Get Angry At These 2015 Nail Polish Names,clickbait
Stevie Wonder Took James Corden On The Best Carpool Karaoke Ride Ever,clickbait
'Top Model' winner CariDee English on her modeling career and her battle with psoriasis,not-clickbait
31 Things You Need To Cook In October,clickbait
Delhi earns UN carbon credits,not-clickbait
Shuttle Discovery Lifts Off for Space Station,not-clickbait
21 Pictures You'll Only Understand If You're Introverted,clickbait
Ceremony to Name Court for Carril Is Also a Sad Reminder,not-clickbait
Reported Zimbabwe Deal Is Disputed,not-clickbait
French tourists killed in California bus rollover accident,not-clickbait
"25 killed as bus crashes into river gorge in Kashmir, Pakistan",not-clickbait
Katrina conspiracy meteorologist quits Idaho TV News,not-clickbait
16 Vines Only People Who Smoke Will Understand,clickbait
US presidential candidates are statistically tied in the polls,not-clickbait
Tsunami exposes ancient ruins in India,not-clickbait
25 Things You Will Only Understand If You Went To College In Texas,clickbait
14 Beautiful And Powerful Pictures From Mumbai's Pride Parade,clickbait
Peasant group to rap Philippine military for ‘electioneering’,not-clickbait
Mets and Yankees Have No Choice but to Move Forward,not-clickbait
At least 160 killed by landslides in the Philippines,not-clickbait
Pakistan's ban on YouTube lifted,not-clickbait
A Song About The Vagina,clickbait
Aurora Borealis caused by electrical space tornadoes,not-clickbait
"The ""Twilight"" Author Has Rewritten The Book To Reverse The Genders",clickbait
Israeli soldier convicted of killing British activist in Gaza Strip,not-clickbait
Which Christmas Movie Do You Belong In,clickbait
"""Poorly Drawn Lines"" Is Now A Book And It's Just Wonderful",clickbait
"Nick Hogan, son of wrestling star Hulk Hogan 'seriously injured' in vehicle accident",not-clickbait
A Photo Of Demi Lovato Has Now Become A Huge Meme Called Poot,clickbait
13 Animal Masturbation Facts That Will Make You Feel Better About Being Single AF,clickbait
2007 European football friendly match: England vs. Germany,not-clickbait
"Danish unofficial draft version of UNCCC treaty leaks, G77 reacts sharply",not-clickbait
Afghan presidential candidate Abdullah withdraws from elections,not-clickbait
"A DC Comic Called Pakistan's Language ""Pakistanian"" And Twitter Is Having A Field Day",clickbait
This Color Test Will Determine Your Favorite Type Of Dick,clickbait
18 Crimes Against Makeup Committed In The '00s,clickbait
"2008 Taipei Cycle: Interview with Fma International about the design of ""Champion Cheongsam""",not-clickbait
IMF and EU approve aid for Georgia,not-clickbait
U.N. denied access to Guantanamo inmates,not-clickbait
Grab Your Earphones And Listen To This Instrumental Taylor Swift Medley Right Now,clickbait
I Literally Can't Tell The Difference Between Nolte And Busey,clickbait
"The First Lady, in Ivory and Vivid Yellow, Tells a Story With Fashion",not-clickbait
Hedge Fund Is Dissolving as It Faces 2nd Inquiry,not-clickbait
26 Things You'll Just Get If You've Ever Been Heartbroken,clickbait
"Comair Flight 5191 co-pilot, pilot's widow sue FAA, airport, chart manufacturer",not-clickbait
Newspaper editor shot dead in Iraq,not-clickbait
This Quiz Will Brighten The Crap Out Of Your Day,clickbait
"The Cellphone, Navigating Our Lives",not-clickbait
What Does Star Wars Mean To You,clickbait
Here's What Gift To Buy Someone Based On Their Favorite TV Show,clickbait
21 Misconceptions Extroverts Want To Set Straight,clickbait
15 Dogs Who Are Having Their Greatest Birthday Ever,clickbait
"Sadr Is Silent, but Backers Work Behind Scenes",not-clickbait
17 Facebook Life Events That Are Actually Worth Bragging About,clickbait
9 Unapologetically Tacky Pop Songs,clickbait
At least seven dead after bomb blast in Northwestern Pakistan,not-clickbait
Kohlberg Plan Would Mean Listing in Amsterdam,not-clickbait
24 Tweets That Will Make Every Nurse Laugh Out Loud,clickbait
New video game genre promises to 'boost psychological health',not-clickbait
Which Classic Guitar Riff Are You,clickbait
"Massachusetts man charged with conspiring to attack US mall, kill Iraq troops",not-clickbait
Lukashenko accuses foreign donators of ideological expansion,not-clickbait
Are You Dreaming Right Now,clickbait
United States economy growth revised up to 0.4% in last quarter of 2012,not-clickbait
Emerging Powers Prepare to Meet in Russia,not-clickbait
Japan opposes resumption of six-party talks on North Korea's nuclear program,not-clickbait
How Do Men Decide When To Have Sex,clickbait
Ariana Grande Flawlessly Shut Down Sexist Comments In A Radio Interview,clickbait
17 Pictures That Are Perfect If You're Obsessed With Fried Chicken,clickbait
Wikinews interviews Spanish Paralympic swimmer Deborah Font,not-clickbait
Tarja Turunen to perform at Doro Pesch's 25th anniversary concert and record duets with her,not-clickbait
21 Words You Won't Truly Understand Unless You're From Miami,clickbait
Lehman Has One-Shot Lead Over Goosen in Transitions Championship,not-clickbait
15 Times Harry Styles' Instagram Left Us Confused AF,clickbait
"Cabrera, Once a Poor Caddie, Is Part of a Marquee Threesome",not-clickbait
GigaPan Automates the Panoramic Picture,not-clickbait
Sprint Nextel customer service rep. harasses client; Sprint cancels his account,not-clickbait
Rashida Jones Just Released The Greatest '90s Music Video Ever,clickbait
People Try More Bizarre Food Combinations That Oddly Work,clickbait
21 Beautiful And Unexpected Bridesmaid Dress Colors,clickbait
Cara Delevingne And Annie Clark Together At London Fashion Week Will Literally Make Your Heart Ache With Joy,clickbait
11 Things You've Definitely Googled Before,clickbait
Obama Signs Spending Bill but Criticizes Earmarks,not-clickbait
Does Your Favorite Superhero Movie Pass The Bechdel Test,clickbait
"Holding On to Wig, Dodgers Market Fallen Star",not-clickbait
How To Avoid An Internet Argument,clickbait
US army commander in Afghanistan asks for more troops in leaked report,not-clickbait
Exxon Joins TransCanada to Build Natural Gas Pipeline From Alaska,not-clickbait
I Got Fake Bangs To Inoculate Myself Against Actually Getting Bangs,clickbait
Wikinews interviews Daylight Saving for South East Queensland Party about the upcoming Queensland State election,not-clickbait
